round, Attr, sigAttr,Residual.deviance, df.residual, null.deviance, df.null, AIC, iter, theta, std.err, 2loglik
1,11,0,108.494711097585,2801,112.675388011059,2812,154.608162229213,1,87.8109739145551,2264.37704323844,-128.608162229213 
