"Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-5.85758372930803,0.40152130668907,-14.5884754600184,3.32546113778362e-48
"sloc",0.00270529473627885,0.00252967294694945,1.06942470153748,0.284878341685283
"AntiSingleton",-16.7412229987278,12245.5969629268,-0.00136712183566154,0.998909194934379
"ClassDataShouldBePrivate",-16.5082314518705,3683.25387738178,-0.00448196947629505,0.996423917725632
"ComplexClass",0.831592933129186,1.15656608404495,0.71901895153348,0.472129242856988
"LongParameterList",0.734161249392563,0.802171310011789,0.915217535493476,0.360077440707434
"AntiSingleton:ClassDataShouldBePrivate",16.73163256426,14048.3788767159,0.00119100094830097,0.999049718956109
"AntiSingleton:ComplexClass",-0.05954854017819,21453.5993886802,-2.77568994830818e-06,0.999997785319845
"AntiSingleton:LongParameterList",0.269539437836317,20470.3165508731,1.31673312020581e-05,0.999989493989727
"ClassDataShouldBePrivate:ComplexClass",-0.884723321790094,31768.4822840938,-2.78490899841655e-05,0.999977779641072
"ClassDataShouldBePrivate:LongParameterList",-0.771213488460483,12833.2718563736,-6.00948454214706e-05,0.999952051250683
"ComplexClass:LongParameterList",-18.6818451350967,5724.88594172943,-0.00326326940401071,0.997396292345916
