"Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-3.45456020378482,0.414782223331194,-8.32861200280137,8.17956631898027e-17
"sloc",0.0195528986845772,0.00697983126491498,2.8013426030601,0.00508904594929617
"ClassDataShouldBePrivate",-31.9743358346603,7254441.51205825,-4.4075530530521e-06,0.999996483281468
"ComplexClass",-3.82896159770362,2.38223225857571,-1.60729986923814,0.10798860298136
"LongParameterList",1.51513128592558,0.768905207512724,1.97050464884581,0.0487805627208527
"ClassDataShouldBePrivate:LongParameterList",-2.36130580237007,17746571.6599875,-1.33057012228115e-07,0.999999893835864
"ComplexClass:LongParameterList",4.38293002170398,2.8860734527786,1.51864811946635,0.128851092012632
"(Intercept)",-3.44224129519734,0.409311969904748,-8.40982318694073,4.10629259079423e-17
"sloc",0.0176886076451287,0.00632841671260576,2.7951079153644,0.00518823931924436
"LongParameterList",1.75068147941055,0.743217301719539,2.35554457002024,0.0184955781019607
