"Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-2.51651369746609,0.339117346008641,-7.42077551350607,1.16436524688334e-13
"sloc",0.0104419590754415,0.00139660612442872,7.47666710949932,7.62311898382446e-14
"ClassDataShouldBePrivate",0.195767056577387,2.44681921752654,0.080008794754884,0.936230261194495
"ComplexClass",0.941616850926309,1.78330153833547,0.528018863150431,0.597486243675308
"LongParameterList",0.744898023554949,0.954941749320636,0.780045509671018,0.435364088196745
"ClassDataShouldBePrivate:ComplexClass",0.462130683142082,8.21479039839679,0.0562559311595183,0.955137925045479
"ClassDataShouldBePrivate:LongParameterList",-35.7906728091956,33554432.0000007,-1.06664516953214e-06,0.999999148940287
"ComplexClass:LongParameterList",-2.56613583118118,2.90264800298001,-0.884067178847262,0.376659949421172
"(Intercept)",-2.57625668043056,0.315821596441963,-8.15731637562027,3.42550272536779e-16
"sloc",0.0136469566684781,0.00136458102579483,10.0008401190608,1.51109600511397e-23
