"Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-2.63948667407572,0.339927150062066,-7.76485983421385,8.17355633167273e-15
"sloc",0.0316756716098612,0.00589399067769861,5.37423171192211,7.69099034733456e-08
"AntiSingleton",-35.5920044420462,47453132.812126,-7.5004540970899e-07,0.999999401550348
"ClassDataShouldBePrivate",0.545674705540766,1.48097152850247,0.368457255955853,0.712532311481037
"ComplexClass",-6.60647315038827,2.93488935766778,-2.25101267723364,0.0243847344561938
"LongParameterList",-0.581668981543087,0.822307230443771,-0.707362114801277,0.479341473959239
"AntiSingleton:ComplexClass",3.20133847290839,82191237.0089161,3.894987579468e-08,0.999999968922495
"AntiSingleton:LongParameterList",-0.0365155988358512,66732050.8233851,-5.47197312015697e-10,0.9999999995634
"ClassDataShouldBePrivate:ComplexClass",-29.3886654386918,67108864.0000004,-4.37925240974003e-07,0.999999650586211
"ClassDataShouldBePrivate:LongParameterList",0.984829486111114,3.98493984367301,0.247137855211228,0.804801537954449
"ComplexClass:LongParameterList",-2.55534204989969,4.65925860663272,-0.548443919009349,0.583387126823411
"(Intercept)",-2.55866144063284,0.321374584071716,-7.9616172760627,1.69805013289479e-15
"sloc",0.0275852840935605,0.00515441914443339,5.35177355984946,8.70963450585148e-08
"ComplexClass",-6.22808457024504,2.25262589751672,-2.7648108712196,0.00569558077958553
