class,SLOC
org.apache.rave.portal.repository.impl.MongoDbWidgetRatingRepositoryTest,207
org.apache.rave.portal.model.impl.WidgetImpl,195
org.apache.rave.portal.model.impl.WidgetRatingImpl,50
org.apache.rave.portal.repository.impl.MongoDbWidgetRepository,386
org.apache.rave.portal.model.JpaActivityStreamsMediaLink,85
org.apache.rave.util.JsonUtils,32
org.apache.rave.portal.repository.impl.JpaWidgetCommentRepositoryTest,71
org.apache.rave.portal.model.JpaWidgetComment,108
org.apache.rave.portal.model.impl.UserImpl,182
org.apache.rave.portal.model.impl.WidgetCommentImpl,58
org.apache.rave.portal.util.LocalizationUtils,127
org.apache.rave.portal.model.util.LocalizedString,22
org.apache.rave.portal.model.JpaWidget,331
org.apache.rave.portal.model.conversion.ConvertingListProxyFactory,40
org.apache.rave.model.WidgetStatus,24
org.apache.rave.portal.model.JpaWidgetRating,101
org.apache.rave.portal.model.JpaWidgetTag,103
org.apache.rave.portal.model.JpaCategory,136
org.apache.rave.portal.repository.impl.JpaActivityStreamsRepository,41
org.apache.rave.persistence.jpa.util.JpaUtil,45
org.apache.rave.portal.model.JpaActivityStreamsEntry,305
org.apache.rave.portal.model.conversion.JpaActivityStreamsEntryConverter,73
org.apache.rave.util.CollectionUtils,59
org.apache.rave.portal.model.JpaActivityStreamsItem,72
org.apache.rave.portal.web.controller.RegionWidgetController,16
org.apache.rave.portal.web.util.ModelKeys,36
org.apache.rave.portal.web.util.ViewNames,46
org.apache.rave.portal.repository.impl.JpaOAuthTokenInfoRepositoryTest,76
org.apache.rave.portal.model.JpaOAuthTokenInfo,157
org.apache.rave.portal.model.impl.ActivityStreamsObjectImpl,439
org.apache.rave.portal.repository.RepositoryTestUtils,36
org.apache.rave.model.PageType,24
org.apache.rave.portal.model.conversion.JpaPersonPropertyConverterTest,35
org.apache.rave.portal.model.JpaPersonProperty,94
org.apache.rave.portal.model.impl.PersonPropertyImpl,80
org.apache.rave.portal.model.conversion.JpaPersonPropertyConverter,26
org.apache.rave.portal.model.conversion.JpaGroupConverterTest,46
org.apache.rave.portal.model.JpaGroup,68
org.apache.rave.portal.model.impl.GroupImpl,66
org.apache.rave.portal.model.impl.PersonImpl,150
org.apache.rave.portal.model.conversion.JpaGroupConverter,31
org.apache.rave.portal.model.conversion.JpaRegionConverterTest,31
org.apache.rave.portal.model.JpaPage,206
org.apache.rave.portal.model.JpaRegion,114
org.apache.rave.portal.model.impl.RegionImpl,89
org.apache.rave.portal.model.conversion.JpaRegionConverter,32
org.apache.rave.portal.repository.impl.JpaCategoryRepository,50
org.apache.rave.portal.model.conversion.JpaCategoryConverter,32
org.apache.rave.portal.model.conversion.JpaPageTemplateRegionConverterTest,32
org.apache.rave.portal.model.JpaPageTemplate,140
org.apache.rave.portal.model.JpaPageTemplateRegion,75
org.apache.rave.portal.model.impl.PageTemplateImpl,109
org.apache.rave.portal.model.impl.PageTemplateRegionImpl,62
org.apache.rave.portal.model.conversion.JpaPageTemplateRegionConverter,29
org.apache.rave.portal.web.controller.util.CategoryEditorTest,31
org.apache.rave.portal.model.impl.CategoryImpl,82
org.apache.rave.portal.web.controller.util.CategoryEditor,15
org.apache.rave.portal.service.impl.DefaultTagService,24
org.apache.rave.portal.web.api.rpc.PageApiTest,269
org.apache.rave.portal.web.api.rpc.model.RpcResult,59
org.apache.rave.portal.web.api.rpc.PageApi,180
org.apache.rave.portal.model.impl.PageImpl,105
org.apache.rave.portal.model.impl.RegionWidgetImpl,143
org.apache.rave.portal.web.security.LdapUserDetailsContextMapperTest,98
org.apache.rave.portal.web.security.LdapUserDetailsContextMapper,50
org.apache.rave.provider.w3c.service.impl.W3CWidget,21
org.apache.rave.provider.w3c.service.impl.WookieWidgetService,156
org.apache.rave.portal.model.conversion.impl.MongoDbWidgetConverterTest,140
org.apache.rave.portal.model.conversion.impl.MongoDbWidgetConverter,91
org.apache.rave.portal.model.MongoDbWidget,64
org.apache.rave.portal.model.impl.WidgetTagImpl,29
org.apache.rave.portal.model.impl.ExternalWidgetImpl,12
org.apache.rave.portal.web.validator.UserProfileValidator,62
org.apache.rave.commoncontainer.ConfigurablePropertiesModule,101
org.apache.rave.portal.model.util.omdl.OmdlInputAdapter,121
org.apache.rave.portal.model.util.omdl.OmdlWidgetReference,39
org.apache.rave.portal.web.api.rest.AbstractRestApi,13
org.apache.rave.portal.web.tag.RegisterInitializationScriptTag,32
org.apache.rave.portal.web.renderer.ScriptLocation,7
org.apache.rave.portal.model.conversion.impl.MongoDbPortalPreferenceConverter,16
org.apache.rave.portal.model.MongoDbPortalPreference,9
org.apache.rave.portal.model.impl.PortalPreferenceImpl,53
org.apache.rave.portal.model.JpaPortalPreference,110
org.apache.rave.exception.NotSupportedException,13
org.apache.rave.portal.web.validator.NewAccountValidatorTest,150
org.apache.rave.portal.web.model.UserForm,188
org.apache.rave.portal.web.validator.NewAccountValidator,93
org.apache.rave.provider.opensocial.repository.ShindigGadgetMetadataRepositoryTest,63
org.apache.rave.provider.opensocial.repository.impl.ShindigGadgetMetadataRepository,73
org.apache.rave.portal.model.UserTest,78
org.apache.rave.portal.model.JpaUser,280
org.apache.rave.portal.model.JpaAuthority,93
org.apache.rave.portal.security.impl.RavePermissionEvaluatorTest,137
org.apache.rave.portal.security.impl.RavePermissionEvaluator,64
org.apache.rave.portal.security.impl.AbstractModelPermissionEvaluator,10
org.apache.rave.portal.web.controller.ProfileControllerTest,150
org.apache.rave.portal.model.impl.PageLayoutImpl,55
org.apache.rave.portal.web.controller.ProfileController,83
org.apache.rave.portal.model.util.omdl.BadOmdlXmlFormatException,15
org.apache.rave.integrationtests.stories.PortalStories,23
org.apache.rave.provider.opensocial.Constants,21
org.apache.rave.portal.security.impl.DefaultWidgetPermissionEvaluatorTest,275
org.apache.rave.portal.security.util.AuthenticationUtils,18
org.apache.rave.portal.security.impl.DefaultWidgetPermissionEvaluator,101
org.apache.rave.portal.security.impl.RaveSecurityContext,20
org.apache.rave.portal.security.impl.DefaultCategoryPermissionEvaluatorTest,169
org.apache.rave.portal.security.impl.DefaultCategoryPermissionEvaluator,84
org.apache.rave.inject.SpringContextProvider,26
org.apache.rave.portal.util.LocalizationUtilsTest,38
org.apache.rave.portal.repository.impl.JpaOAuthTokenInfoRepository,34
org.apache.rave.portal.model.conversion.JpaOAuthTokenInfoConverter,34
org.apache.rave.persistence.jpa.PopulatedLocalContainerEntityManagerFactoryTest,45
org.apache.rave.jdbc.util.DataSourcePopulator,82
org.apache.rave.persistence.jpa.PopulatedLocalContainerEntityManagerFactory,23
org.apache.rave.portal.web.validator.NewWidgetValidatorTest,75
org.apache.rave.portal.web.validator.NewWidgetValidator,14
org.apache.rave.portal.web.validator.WidgetValidator,45
org.apache.rave.portal.web.tag.ModelContextTag,62
org.apache.rave.portal.web.tag.AbstractContextAwareSingletonBeanDependentTag,38
org.apache.rave.portal.model.conversion.impl.TagImplConverter,14
org.apache.rave.portal.model.impl.TagImpl,21
org.apache.rave.portal.model.util.MongoDbModelUtil,10
org.apache.rave.portal.repository.impl.MongoUserTemplate,5
org.apache.rave.portal.model.MongoDbUser,95
org.apache.rave.portal.repository.impl.MongoModelTemplate,75
org.apache.rave.portal.repository.util.CollectionNames,21
org.apache.rave.jdbc.util.SqlFileParser,99
org.apache.rave.provider.w3c.repository.impl.WookieWidgetMetadataRepository,28
