"Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-1.37121204332423,0.0760649780531302,-18.0268512319356,1.19929799556002e-72
"sloc",0.00169435664471242,0.000707488700823818,2.39488862894838,0.0166254143073247
"AntiSingleton",-43.792763803293,19899478.5203336,-2.20069906648784e-06,0.999998244096192
"ClassDataShouldBePrivate",0.076221846832595,0.710473565469716,0.107283156667768,0.914564346448751
"ComplexClass",0.370545022251319,0.288720221789779,1.28340515934183,0.199350167269965
"LongParameterList",0.0537254327981376,0.164750503635228,0.326101781862168,0.744347348926167
"AntiSingleton:ClassDataShouldBePrivate",11.3101735250317,20537916.8811323,5.50697209969824e-07,0.999999560607199
"AntiSingleton:ComplexClass",20.553033198819,97209539.4524446,2.11430208543203e-07,0.999999831303101
"AntiSingleton:LongParameterList",11.7635099737571,20537916.8625725,5.72770357016802e-07,0.999999542995375
"ClassDataShouldBePrivate:ComplexClass",-4.01820858044232,67607654.6325796,-5.94342253444476e-08,0.999999952578349
"ClassDataShouldBePrivate:LongParameterList",-31.4112127274985,8197276.22736188,-3.83190853355048e-06,0.999996942579343
"ComplexClass:LongParameterList",-1.18912813628265,0.760049194736207,-1.56454101197405,0.117690569450253
"(Intercept)",-1.38958331167627,0.0709910008181038,-19.5740769345783,2.57255194079408e-85
"sloc",0.00189272258079657,0.00056318128455383,3.36076967169824,0.00077725612941703
