round, Attr, sigAttr,Residual.deviance, df.residual, null.deviance, df.null, AIC, iter, theta, std.err, 2loglik
1,5,1,285.91980055202,248,310.020654892251,253,305.098345428152,1,11136.3392504286,NaN,-291.098345428152 
2,1,0,308.308062148462,252,310.059229644007,253,319.485224710661,1,24789.949411172,NaN,-313.485224710661 
