"Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-5.2278725533697,2.26848689135941,-2.30456370423937,0.0211910207044487
"sloc",-0.0708868045743423,0.0902337858108228,-0.785590496257778,0.432107434026336
"AntiSingleton",-39.1152528076919,11949737.0251083,-3.27331494622053e-06,0.999997388272542
"ClassDataShouldBePrivate",-40.9527531010688,7712364.55685703,-5.31001261664399e-06,0.999995763222916
"ComplexClass",-34.0481127466626,7011512.31113981,-4.8560298029524e-06,0.999996125448793
"LongParameterList",-37.9335425434819,8451859.39254471,-4.48818902228102e-06,0.999996418943273
"AntiSingleton:ClassDataShouldBePrivate",37.1785771839593,20740498.1794845,1.79255950663397e-06,0.999998569744445
"AntiSingleton:ComplexClass",18.4664344771657,38750841.3339346,4.76542801175116e-07,0.999999619773856
"AntiSingleton:LongParameterList",2.60971690986248,34861647.7570914,7.48592530119757e-08,0.999999940270958
"ClassDataShouldBePrivate:ComplexClass",3.76604443593822,35445067.9680869,1.06250168269645e-07,0.999999915224631
"ClassDataShouldBePrivate:LongParameterList",28.5201527285118,28639275.8300072,9.95840568658142e-07,0.999999205434185
"ComplexClass:LongParameterList",39.3087725704947,16248013.0668168,2.41929720322387e-06,0.999998069680114
