"Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-4.47796364262074,0.229937488194451,-19.4747001795282,1.79974896865366e-84
"sloc",0.000216613965008322,0.000268059773189711,0.8080808337289,0.419044050232555
"AntiSingleton",-15.6391536755819,4292.62559521214,-0.0036432605939417,0.997093105051818
"ClassDataShouldBePrivate",-14.9756986115456,2300.19908390712,-0.00651060976257232,0.994805321687762
"ComplexClass",1.9517646307751,0.523765899719138,3.72640645720103,0.000194229107500643
"LongParameterList",1.45578363023665,0.378934807433501,3.8417785900867,0.000122145995114139
"AntiSingleton:ClassDataShouldBePrivate",32.5127100413172,4068.70818130191,0.00799091716401094,0.993624238422038
"AntiSingleton:ComplexClass",-0.281427015212407,3687.5663538895,-7.63178172822759e-05,0.999939107191935
"AntiSingleton:LongParameterList",-15.3851887815551,11897.7891033601,-0.00129311325389101,0.998968245186891
"ClassDataShouldBePrivate:ComplexClass",0.184223439848234,3687.56622281518,4.99580017596521e-05,0.999960139281724
"ClassDataShouldBePrivate:LongParameterList",-2.2201925699927,10754.8248250033,-0.000206436888198411,0.999835287195296
"ComplexClass:LongParameterList",-1.96276144989671,0.922939604753702,-2.1266412664353,0.0334499009958573
"(Intercept)",-4.4367515343634,0.223610210509353,-19.8414532335402,1.30627686166308e-87
"ComplexClass",2.08537627719968,0.46552032392962,4.47966752470931,7.47593957833029e-06
"LongParameterList",1.41411180788921,0.375395845109139,3.76698843717379,0.000165228650350813
"ComplexClass:LongParameterList",-2.05846882427974,0.898718102813655,-2.29044993956971,0.0219952473909384
