"Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-3.14431654798374,0.145959453276565,-21.5423974083122,6.23927427217959e-103
"sloc",0.00255950880615426,0.000779094811528623,3.28523405403301,0.00101897687042842
"AntiSingleton",-35.3714116194501,47453132.8121253,-7.45396763570728e-07,0.999999405259431
"ClassDataShouldBePrivate",-0.103104723137305,1.00923970253703,-0.102160787846653,0.918629051624027
"ComplexClass",-0.349001613829053,0.637866109657833,-0.547139295449111,0.584283037389893
"LongParameterList",-0.617017274925057,1.00923369136069,-0.611372054071212,0.540953299192748
"AntiSingleton:ClassDataShouldBePrivate",36.3135480347893,47453132.8121252,7.65250803957679e-07,0.999999389418198
"AntiSingleton:ComplexClass",-36.2096302940555,67108863.9999999,-5.39565537781351e-07,0.999999569488988
"AntiSingleton:LongParameterList",1.99183082897429,82191237.0089152,2.42341020948284e-08,0.999999980663984
"ClassDataShouldBePrivate:ComplexClass",1.57199094880813,1.3611742324798,1.15487856829633,0.248140156958974
"ClassDataShouldBePrivate:LongParameterList",-36.7136245082476,16148573.2485672,-2.27349029187487e-06,0.999998186017197
"ComplexClass:LongParameterList",1.71678013020416,1.29871260578599,1.32190919111403,0.186198391469
"(Intercept)",-3.10846264671297,0.137188062735493,-22.6584047090618,1.15281056726689e-113
"sloc",0.00216811091278135,0.000465398523360739,4.65861149950578,3.18349360887079e-06
