"Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",2.28117160565174,0.164136098777057,13.8980493788281,6.50911929023904e-44
"sloc",0.00607867667035803,0.00193799198989932,3.13658503339522,0.00170927862495601
"ClassDataShouldBePrivate",-0.408824182895718,1.10559468620762,-0.369777630080744,0.71154818429322
"ComplexClass",-0.418522874943342,0.76807265357369,-0.544900111982945,0.585822219253225
"LongParameterList",-0.0419063967142562,0.349143338486268,-0.120026339027243,0.904462283256831
"ClassDataShouldBePrivate:ComplexClass",-0.971064801966938,91906.4650350668,-1.05657942735196e-05,0.999991569715877
"ClassDataShouldBePrivate:LongParameterList",-26.6841768550811,45947.5668926436,-0.00058075277233784,0.999536626355355
"ComplexClass:LongParameterList",0.0404577275887711,1.45929649659853,0.0277241312393156,0.977882177153074
"(Intercept)",2.28137227285194,0.154343940762661,14.7810938452068,1.93989882204995e-49
"sloc",0.00549645346928477,0.00162436503925645,3.38375508980467,0.000715017523785507
