round, Attr, sigAttr,Residual.deviance, df.residual, null.deviance, df.null, AIC, iter, theta, std.err, 2loglik
1,4,1,911.57980467025,845,1108.71116472716,849,6244.27847115817,1,0.254949752719029,0.0132586274782381,-6232.27847115817 
2,1,1,911.555670191138,848,1106.19632425678,849,6240.25514624354,1,0.254275504113981,0.0132184528046774,-6234.25514624354 
