"Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-7.18564275119182,0.721457180113413,-9.9599019169263,2.28287824461371e-23
"sloc",0.0601286712074043,0.00816457937881569,7.36457671823459,1.77709830982119e-13
"ClassDataShouldBePrivate",-39.0361515537861,9625.33437866829,-0.00405556316467283,0.996764137635907
"ComplexClass",-3.93013597890063,3.294987085321,-1.19276217998219,0.232962525756471
"LongParameterList",1.02945030553599,1.54913224280879,0.664533522115231,0.506348901120978
"ClassDataShouldBePrivate:ComplexClass",9.74107129610623,47453133.7883241,2.05277723902463e-07,0.999999836212073
"ClassDataShouldBePrivate:LongParameterList",5.2334092577476,4667537.54261777,1.12123560013456e-06,0.999999105383426
"ComplexClass:LongParameterList",-75.9446511410188,251140.803565659,-0.000302398694528201,0.999758720754106
"(Intercept)",-6.40073818665264,0.652485577617525,-9.80977726745192,1.0219387784611e-22
"sloc",0.0439244583984757,0.00712958413865604,6.16087243578777,7.23452530278495e-10
