"Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-4.43729636503502,0.653770176312069,-6.78724194802812,1.14297442652183e-11
"sloc",0.0391594878880109,0.006323520276623,6.19267214699652,5.9152687509734e-10
"AntiSingleton",0.274116414937044,94906265.6242529,2.8882857536752e-09,0.999999997695481
"ClassDataShouldBePrivate",-34.0160985923101,67108864.000001,-5.0687936830982e-07,0.999999595568778
"ComplexClass",-10.9486049185463,5.32081426087499,-2.05769349985651,0.0396195647453188
"LongParameterList",0.885224236584592,1.24682491388126,0.709982794479911,0.477714805742061
"(Intercept)",-3.94076505979305,0.602532746439367,-6.54033342267417,6.13818313771852e-11
"sloc",0.034021071041423,0.00615914136902517,5.52367107735467,3.31988719996321e-08
"ComplexClass",-8.95610108319728,4.93669107691789,-1.8141911137751,0.069648307779882
"(Intercept)",-3.35538127178653,0.596189698581403,-5.62804302015023,1.82265637360545e-08
"sloc",0.0227105668527144,0.00512974370002228,4.42723227139317,9.54499333160486e-06
