"Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-0.873921535296297,0.0732293800003306,-11.9340288732794,7.86716684162351e-33
"sloc",0.00764967104211429,0.000392031179549891,19.512914893395,8.52780363554063e-85
"ComplexClass",-3.34674517001081,0.291739260201177,-11.4716996529811,1.83028610801419e-30
"LongParameterList",1.704952713601,0.0850819749641207,20.0389414364204,2.52071489337242e-89
