"Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-1.39473535805234,0.0916189430990249,-15.2232203393228,2.48016066939475e-52
"sloc",0.00567737141480854,0.000174265227132713,32.5789115144865,8.15957783538075e-233
"ClassDataShouldBePrivate",1.04242487688063,0.165744272304484,6.28935686516889,3.18783880787175e-10
"ComplexClass",-0.356853144748595,0.195504666242225,-1.82529221224041,0.0679569447671908
"LongParameterList",0.487643712597656,0.193297921964372,2.52275713904227,0.0116438785785436
"(Intercept)",-1.35936869433536,0.0885627599028459,-15.3492133242754,3.58507404427986e-53
"sloc",0.00555027513711428,0.000162693524571267,34.1149111603579,4.43369649318117e-255
"ClassDataShouldBePrivate",0.889328914097382,0.146296757053134,6.07893798886045,1.20981130819766e-09
"LongParameterList",0.286501898569003,0.163580076076956,1.75144739775167,0.0798688746614184
"(Intercept)",-1.33170809023577,0.0862220697628544,-15.4450953670969,8.14071319153596e-54
"sloc",0.00556589652098537,0.000161292942127782,34.50799797908,6.08560727172647e-261
"ClassDataShouldBePrivate",0.874201783285938,0.146009567796763,5.98729108288834,2.13364736622436e-09
