"Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",0.403125477739365,0.314378115929959,1.28229497319456,0.199739190677235
"sloc",0.00567260120797622,0.0034193553486282,1.65896803040725,0.0971222345656263
"ClassDataShouldBePrivate",-1.01007054430588,1.75619362006879,-0.575147599195989,0.565191478430787
"ComplexClass",-0.196890679764473,1.08881508145826,-0.180830228307248,0.856500835474566
"LongParameterList",-0.743481550217938,4.21672424413763,-0.176317327662954,0.860044649777884
"ClassDataShouldBePrivate:ComplexClass",-27.7993972110676,848557.006528733,-3.27607891952823e-05,0.999973860672106
"ComplexClass:LongParameterList",-28.3212532590943,848557.00654648,-3.33757815215718e-05,0.999973369979224
