"Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-1.09609689091022,0.382328571130937,-2.86689767303536,0.00414517014516106
"sloc",0.0223335531464585,0.00617551698769737,3.61646695992426,0.000298651417546206
"ClassDataShouldBePrivate",-2.52435048987653,1.1846715799966,-2.13084413646841,0.0331019848765628
"ComplexClass",-1.77401965810051,1.53258775102336,-1.15753219149503,0.247054994989046
"LongParameterList",-0.969897941566291,1.14666175640703,-0.845844850189634,0.397639301642592
"ComplexClass:LongParameterList",-44.0123425155218,20070419.6502535,-2.19289597738759e-06,0.999998250322156
"(Intercept)",-0.792399749779592,0.362078139729886,-2.18847718995333,0.0286348610159474
"sloc",0.0136003240104016,0.00482267524722814,2.82007875571104,0.00480118644135975
"ClassDataShouldBePrivate",-2.19487461759184,1.15699727915119,-1.8970438886443,0.0578221458584557
"(Intercept)",-0.79414533580537,0.359594496459497,-2.20844685784789,0.0272131384365109
"sloc",0.0124024301137293,0.00488759292221191,2.5375333648115,0.0111636726209257
