class,SLOC
org.apache.juli.VerbatimFormatter,8
org.apache.tomcat.websocket.TestWsPingPongMessages,43
javax.websocket.ContainerProvider,26
org.apache.catalina.servlets.DefaultServlet,1256
org.apache.catalina.startup.Tomcat,639
org.apache.catalina.startup.TomcatBaseTest,603
org.apache.tomcat.websocket.TesterMessageCountClient,161
org.apache.tomcat.websocket.TesterEchoServer,126
cal.JspCalendar,92
org.apache.jasper.compiler.AntCompiler,327
org.apache.jasper.Constants,45
org.apache.jasper.JasperException,12
org.apache.juli.logging.LogFactory,50
org.apache.jasper.compiler.Compiler,339
org.apache.jasper.compiler.JavacErrorDetail,86
org.apache.jasper.JspCompilationContext,478
org.apache.jasper.compiler.Localizer,46
org.apache.jasper.compiler.ErrorDispatcher,182
org.apache.jasper.compiler.SmapUtil,523
org.apache.catalina.filters.TestExpiresFilter,340
javax.servlet.ServletException,18
javax.servlet.http.HttpServlet,222
org.apache.tomcat.util.descriptor.web.FilterDef,85
org.apache.tomcat.util.descriptor.web.FilterMap,114
org.apache.catalina.filters.ExpiresFilter,849
org.apache.catalina.connector.Connector,433
org.apache.catalina.filters.TesterServletContext,217
javax.servlet.SessionTrackingMode,5
org.apache.catalina.core.ApplicationFilterRegistration,136
org.apache.catalina.core.TesterContext,818
org.apache.jasper.compiler.ServletWriter,65
org.apache.catalina.mbeans.MBeanUtils,411
org.apache.catalina.util.ContextName,102
org.apache.tomcat.util.descriptor.web.ContextEnvironment,71
org.apache.tomcat.util.descriptor.web.ContextResource,104
org.apache.tomcat.util.descriptor.web.ContextResourceLink,69
org.apache.tomcat.util.modeler.ManagedBean,350
org.apache.tomcat.util.modeler.Registry,389
org.apache.tomcat.util.descriptor.web.ResourceBase,118
org.apache.catalina.connector.TestInputBuffer,65
org.apache.tomcat.util.buf.ByteChunk,435
org.apache.tomcat.util.buf.TestUtf8,543
org.apache.jasper.tagplugins.jstl.core.Redirect,40
org.apache.catalina.ha.authenticator.ClusterSingleSignOnListener,7
org.apache.catalina.authenticator.SingleSignOnListener,31
org.apache.tomcat.dbcp.dbcp2.DelegatingDatabaseMetaData,1152
org.apache.tomcat.dbcp.dbcp2.DelegatingConnection,771
org.apache.tomcat.dbcp.dbcp2.DelegatingResultSet,972
javax.el.FunctionMapper,5
org.apache.catalina.webresources.AbstractTestResourceSet,364
org.apache.catalina.LifecycleException,14
org.apache.catalina.storeconfig.StoreConfig,205
org.apache.catalina.core.StandardContext,3642
org.apache.tomcat.util.res.StringManager,99
org.apache.catalina.storeconfig.StoreRegistry,89
org.apache.catalina.storeconfig.StoreFileMover,101
org.apache.catalina.storeconfig.StoreDescription,145
org.apache.catalina.storeconfig.Constants,2
org.apache.catalina.core.ContainerBase,717
org.apache.el.parser.AstFalse,10
javax.el.ELException,15
