round, Attr, sigAttr,Residual.deviance, df.residual, null.deviance, df.null, AIC, iter, theta, std.err, 2loglik
1,4,1,141.728220244265,459,157.211351563045,463,209.748154215446,1,1404.30396109459,16867.7224946815,-197.748154215446 
2,1,1,145.006792916403,462,157.211300677428,463,207.026781042681,1,1400.49829315351,16353.160970276,-201.026781042681 
