round, Attr, sigAttr,Residual.deviance, df.residual, null.deviance, df.null, AIC, iter, theta, std.err, 2loglik
1,4,1,160.599870709805,647,209.630590206997,651,854.684195954179,1,0.0388629391223657,0.00560443014716882,-842.684195954179 
2,1,1,159.363152946537,650,172.728498982984,651,877.680679651652,1,0.0304303919147657,0.00429672618821687,-871.680679651652 
