class,SLOC
org.apache.wiki.PageSorterTest,49
org.apache.wiki.util.comparators.HumanComparator,148
org.apache.wiki.util.comparators.LocaleComparator,15
org.apache.wiki.PageSorter,89
org.apache.wiki.rss.RSSGeneratorTest,66
org.apache.wiki.TestEngine,206
org.apache.wiki.WikiContext,361
org.apache.wiki.WikiEngine,1120
org.apache.wiki.plugin.WeblogEntryPlugin,70
org.apache.wiki.plugin.WeblogPlugin,250
org.apache.wiki.providers.FileSystemProvider,105
org.apache.wiki.rss.Feed,72
org.apache.wiki.rss.RSSGenerator,344
org.apache.wiki.providers.AbstractFileProvider,294
org.apache.wiki.rss.RSS10Feed,88
org.apache.wiki.rss.RSS20Feed,88
org.apache.wiki.ui.AbstractCommand,130
org.apache.wiki.util.TextUtil,372
org.apache.wiki.ui.PageCommand,66
org.apache.wiki.ui.GroupCommand,45
org.apache.wiki.ui.WikiCommand,67
org.apache.wiki.ui.RedirectCommand,30
org.apache.wiki.content.AllTests,13
org.apache.wiki.content.PageRenamerTest,329
org.apache.wiki.diff.ContextualDiffProvider,264
org.apache.wiki.api.exceptions.NoRequiredPropertyException,6
org.apache.wiki.WikiPage,140
org.apache.wiki.auth.permissions.PagePermission,228
org.apache.wiki.auth.permissions.PermissionFactory,32
org.apache.wiki.providers.VerySimpleProvider,75
org.apache.wiki.api.exceptions.ProviderException,6
org.apache.wiki.search.QueryItem,7
org.apache.wiki.parser.Heading,10
org.apache.wiki.auth.login.UserDatabaseLoginModule,51
org.apache.wiki.auth.NoSuchPrincipalException,9
org.apache.wiki.auth.WikiPrincipal,64
org.apache.wiki.auth.login.AbstractLoginModule,90
org.apache.wiki.auth.login.UserDatabaseCallback,12
org.apache.wiki.auth.AuthenticationManagerTest,163
org.apache.wiki.WikiSession,431
org.apache.wiki.WikiSessionTest,246
org.apache.wiki.auth.authorize.Group,142
org.apache.wiki.auth.authorize.GroupManager,359
org.apache.wiki.auth.authorize.Role,45
org.apache.wiki.auth.login.CookieAssertionLoginModule,63
org.apache.wiki.auth.AuthenticationManager,364
org.apache.wiki.auth.SecurityEventTrap,29
org.apache.wiki.auth.AuthorizationManager,341
org.apache.wiki.auth.Users,17
org.apache.wiki.auth.GroupPrincipal,33
org.apache.wiki.auth.WikiSecurityException,13
org.apache.wiki.util.CryptoUtil,119
org.apache.wiki.auth.authorize.GroupTest,110
org.apache.wiki.tags.InsertPageTag,66
org.apache.wiki.tags.WikiTagBase,56
org.apache.wiki.util.TimedCounterList,143
org.apache.wiki.filters.SpamFilter,552
org.apache.wiki.InternalWikiException,8
org.apache.wiki.api.exceptions.RedirectException,11
org.apache.wiki.api.filters.BasicPageFilter,32
org.apache.wiki.attachment.Attachment,37
org.apache.wiki.ui.EditorManager,123
org.apache.wiki.util.FileUtil,164
org.apache.wiki.util.HttpUtil,78
org.apache.wiki.attachment.AttachmentManager,280
org.apache.wiki.tags.ContentTag,85
org.apache.wiki.ui.TemplateManager,383
org.apache.wiki.auth.permissions.AllPermissionTest,58
org.apache.wiki.auth.permissions.AllPermission,76
org.apache.wiki.auth.permissions.WikiPermission,127
org.apache.wiki.plugin.BugReportHandler,131
org.apache.wiki.api.exceptions.PluginException,15
org.apache.wiki.api.exceptions.WikiException,9
org.apache.wiki.parser.MarkupParser,140
org.apache.wiki.preferences.Preferences,160
org.apache.wiki.tags.PluginTag,78
org.apache.wiki.tags.WikiBodyTag,31
org.apache.wiki.WatchDog,228
org.apache.wiki.WikiBackgroundThread,63
org.apache.wiki.tags.TabbedSectionTag,107
org.apache.wiki.util.CommentedProperties,130
org.apache.wiki.workflow.AllTests,19
org.apache.wiki.workflow.ApprovalWorkflowTest,193
org.apache.wiki.workflow.DecisionQueueTest,109
org.apache.wiki.workflow.FactTest,15
org.apache.wiki.workflow.OutcomeTest,77
org.apache.wiki.workflow.SimpleDecisionTest,127
org.apache.wiki.workflow.TaskTest,135
org.apache.wiki.workflow.WorkflowManagerTest,65
org.apache.wiki.workflow.WorkflowTest,259
org.apache.wiki.i18n.InternationalizationManager,29
org.apache.wiki.workflow.NoSuchOutcomeException,8
org.apache.wiki.workflow.Outcome,63
org.apache.wiki.render.CustomXMLOutputProcessor,6
org.apache.wiki.parser.PluginContent,121
org.apache.wiki.PageManager,344
org.apache.wiki.ui.CommandResolverTest,153
org.apache.wiki.ui.CommandResolver,246
org.apache.wiki.auth.user.DuplicateUserException,11
org.apache.wiki.ui.progress.ProgressManager,43
org.apache.wiki.rpc.json.JSONRPCManager,106
org.apache.wiki.ui.progress.ProgressItem,17
org.apache.wiki.xmlrpc.RPCHandlerUTF8,164
org.apache.wiki.LinkCollector,10
org.apache.wiki.xmlrpc.AbstractRPCHandler,49
org.apache.wiki.util.TextUtilTest,291
org.apache.wiki.tags.HistoryIteratorTag,74
org.apache.wiki.tags.IteratorTag,88
org.apache.wiki.tags.CheckLockTag,58
org.apache.wiki.PageLock,40
org.apache.wiki.WikiEngineTest,547
org.apache.wiki.providers.BasicAttachmentProvider,428
org.apache.wiki.providers.CachingProvider,339
org.apache.wiki.ReferenceManager,567
org.apache.wiki.rss.Entry,48
