class,SLOC
org.tigris.subversion.javahl.SVNClient,1874
org.apache.subversion.javahl.SVNClient,492
org.apache.subversion.javahl.ClientException,19
org.tigris.subversion.javahl.BlameCallbackImpl,109
org.tigris.subversion.javahl.Revision,197
org.tigris.subversion.javahl.CopySource,31
org.tigris.subversion.javahl.Mergeinfo,102
org.apache.subversion.javahl.SubversionException,8
org.apache.subversion.javahl.types.Mergeinfo,85
org.tigris.subversion.javahl.Version,32
org.tigris.subversion.javahl.Info,142
org.tigris.subversion.javahl.Info2,286
org.tigris.subversion.javahl.DirEntry,88
org.tigris.subversion.javahl.LogMessage,64
org.tigris.subversion.javahl.RevisionRange,138
org.tigris.subversion.javahl.PropertyData,70
org.tigris.subversion.javahl.ProplistCallbackImpl,19
org.tigris.subversion.javahl.SubversionException,12
org.tigris.subversion.javahl.Status,453
org.apache.subversion.javahl.NativeResources,60
org.tigris.subversion.javahl.ClientException,23
org.tigris.subversion.javahl.Depth,73
org.apache.subversion.javahl.types.RevisionRange,128
org.apache.subversion.javahl.types.CopySource,25
org.tigris.subversion.javahl.ConflictResult,31
org.apache.subversion.javahl.ConflictResult,28
org.tigris.subversion.javahl.Path,31
org.apache.subversion.javahl.types.Info,162
org.apache.subversion.javahl.types.Revision,129
org.apache.subversion.javahl.types.Depth,33
org.apache.subversion.javahl.CommitItem,52
org.apache.subversion.javahl.DiffSummary,51
org.tigris.subversion.javahl.DiffSummary,100
org.apache.subversion.javahl.CommitInfo,38
org.tigris.subversion.javahl.CommitItem,52
org.apache.subversion.javahl.types.ChangePath,58
org.tigris.subversion.javahl.ChangePath,53
org.tigris.subversion.javahl.Lock,59
org.tigris.subversion.javahl.NodeKind,33
org.apache.subversion.javahl.types.DirEntry,79
org.apache.subversion.javahl.types.Lock,50
org.tigris.subversion.javahl.LogDate,67
org.tigris.subversion.javahl.NotifyInformation,138
org.apache.subversion.javahl.ClientNotifyInformation,272
org.apache.subversion.javahl.ConflictDescriptor,133
org.tigris.subversion.javahl.ConflictDescriptor,137
org.apache.subversion.javahl.ProgressEvent,19
org.tigris.subversion.javahl.ProgressEvent,23
org.apache.subversion.javahl.types.Status,255
org.apache.subversion.javahl.NativeException,36
org.tigris.subversion.javahl.ConflictVersion,40
org.apache.subversion.javahl.types.ConflictVersion,42
org.apache.subversion.javahl.types.Version,27
org.apache.subversion.javahl.types.Checksum,24
org.tigris.subversion.javahl.BasicTests,2213
org.tigris.subversion.javahl.SVNTests,456
org.tigris.subversion.javahl.WC,348
org.tigris.subversion.javahl.NativeException,36
org.apache.subversion.javahl.WC,331
org.apache.subversion.javahl.types.NodeKind,17
org.apache.subversion.javahl.types.DiffOptions,46
org.tigris.subversion.javahl.SVNAdmin,391
org.tigris.subversion.javahl.SVNClientSynchronized,1218
org.tigris.subversion.javahl.ErrorCodes,231
org.apache.subversion.javahl.ReposNotifyInformation,87
org.tigris.subversion.javahl.SVNOutputStream,36
org.apache.subversion.javahl.RunTests,85
org.apache.subversion.javahl.SVNTests,445
org.apache.subversion.javahl.SVNReposTests,94
org.apache.subversion.javahl.BasicTests,2966
org.apache.subversion.javahl.types.LogDate,67
org.apache.subversion.javahl.types.VersionExtended,85
org.apache.subversion.javahl.types.Tristate,6
org.apache.subversion.javahl.JNIError,8
org.apache.subversion.javahl.types.Property,15
org.apache.subversion.javahl.SVNRepos,84
org.tigris.subversion.javahl.SVNAdminTests,71
org.tigris.subversion.javahl.Operation,7
org.tigris.subversion.javahl.SVNInputStream,37
org.tigris.subversion.javahl.RunTests,85
