class,SLOC
org.apache.sqoop.connector.hdfs.HdfsConnectorUpgrader,14
org.apache.sqoop.configurable.ConfigurableUpgradeUtil,28
org.apache.sqoop.connector.spi.ConnectorConfigurableUpgrader,11
org.apache.sqoop.model.MFromConfig,31
org.apache.sqoop.model.MLinkConfig,23
org.apache.sqoop.model.MToConfig,31
org.apache.sqoop.model.MConfigList,90
org.apache.sqoop.connector.kite.TestKiteFromInitializer,22
org.apache.sqoop.common.SqoopException,30
org.apache.sqoop.connector.kite.configuration.FromJobConfiguration,5
org.apache.sqoop.connector.kite.KiteFromInitializer,27
org.apache.sqoop.connector.kite.configuration.FromJobConfig,3
org.apache.sqoop.job.etl.Initializer,12
org.apache.sqoop.model.TestMConfig,48
org.apache.sqoop.model.MInput,53
org.apache.sqoop.model.MConfig,85
org.apache.sqoop.model.MEnumInput,85
org.apache.sqoop.model.MIntegerInput,55
org.apache.sqoop.model.MMapInput,88
org.apache.sqoop.model.MStringInput,68
org.apache.sqoop.model.InputEditable,5
org.apache.sqoop.model.MNamedElement,28
org.apache.sqoop.classification.InterfaceAudience,13
org.apache.sqoop.classification.InterfaceStability,10
org.apache.sqoop.connector.common.AvroDataTypeUtil,57
org.apache.sqoop.schema.type.Binary,25
org.apache.sqoop.schema.type.Bit,19
org.apache.sqoop.schema.type.Column,50
org.apache.sqoop.schema.type.FixedPoint,52
org.apache.sqoop.schema.type.FloatingPoint,42
org.apache.sqoop.schema.type.Text,25
org.apache.sqoop.schema.type.Unknown,28
org.apache.sqoop.schema.Schema,91
org.apache.sqoop.repository.derby.TestInputTypes,79
org.apache.sqoop.model.MBooleanInput,51
org.apache.sqoop.model.MConnector,131
org.apache.sqoop.model.MDriver,57
org.apache.sqoop.model.MLink,52
org.apache.sqoop.model.MPersistableEntity,20
org.apache.sqoop.repository.derby.DerbyTestCase,791
org.apache.sqoop.repository.derby.DerbyRepositoryHandler,513
org.apache.sqoop.repository.common.CommonRepositoryHandler,1745
org.apache.sqoop.error.code.MapreduceSubmissionError,18
org.apache.sqoop.json.ThrowableBean,90
org.apache.sqoop.utils.ClassUtils,74
org.apache.sqoop.common.test.utils.NetworkUtils,15
org.apache.sqoop.security.AuthorizationHandler,15
org.apache.sqoop.model.MPrincipal,23
org.apache.sqoop.model.MPrivilege,30
org.apache.sqoop.model.MResource,23
org.apache.sqoop.model.MRole,16
org.apache.sqoop.security.AuthenticationProvider,4
org.apache.sqoop.integration.repository.postgresql.TestSubmissionHandling,239
org.apache.sqoop.model.MJob,127
org.apache.sqoop.model.MSubmission,99
org.apache.sqoop.submission.SubmissionStatus,19
org.apache.sqoop.submission.counter.Counter,20
org.apache.sqoop.submission.counter.CounterGroup,22
org.apache.sqoop.submission.counter.Counters,20
org.apache.sqoop.integration.repository.postgresql.PostgresqlTestCase,102
org.apache.sqoop.common.test.db.DatabaseProvider,265
org.apache.sqoop.model.MAccountableEntity,54
org.apache.sqoop.model.SubmissionError,20
