class,SLOC
org.apache.http.protocol.RequestDate,16
org.apache.http.HttpException,13
org.apache.http.util.Args,83
org.apache.http.protocol.HttpDateGenerator,24
org.apache.http.protocol.HTTP,50
org.apache.http.nio.ContentEncoderChannel,16
org.apache.http.impl.nio.DefaultNHttpClientConnectionFactory,87
org.apache.http.config.ConnectionConfig,125
org.apache.http.impl.ConnSupport,32
org.apache.http.impl.DefaultHttpResponseFactory,31
org.apache.http.impl.nio.codecs.DefaultHttpResponseParserFactory,20
org.apache.http.nio.util.HeapByteBufferAllocator,10
org.apache.http.params.HttpParamConfig,31
org.apache.http.impl.nio.DefaultNHttpClientConnection,192
org.apache.http.nio.testserver.Wire,75
org.apache.http.impl.nio.reactor.ExceptionEventTest,22
org.apache.http.impl.nio.reactor.ExceptionEvent,30
org.apache.http.nio.integration.TestTruncatedChunks,161
org.apache.http.Consts,11
org.apache.http.HttpHost,146
org.apache.http.MalformedChunkCodingException,9
org.apache.http.TruncatedChunkException,6
org.apache.http.entity.ContentType,210
org.apache.http.entity.InputStreamEntity,63
org.apache.http.impl.io.HttpTransportMetricsImpl,20
org.apache.http.impl.nio.DefaultNHttpServerConnection,196
org.apache.http.impl.nio.codecs.AbstractContentEncoder,82
org.apache.http.message.BasicHttpRequest,35
org.apache.http.nio.entity.ContentInputStream,38
org.apache.http.nio.protocol.AbstractAsyncResponseConsumer,80
org.apache.http.nio.protocol.BasicAsyncRequestHandler,21
org.apache.http.nio.protocol.BasicAsyncRequestProducer,89
org.apache.http.nio.protocol.UriHttpAsyncRequestHandlerMapper,33
org.apache.http.nio.reactor.IOReactorStatus,7
org.apache.http.nio.testserver.HttpCoreNIOTestBase,63
org.apache.http.nio.testserver.LoggingNHttpServerConnection,78
org.apache.http.nio.testserver.ServerConnectionFactory,27
org.apache.http.nio.util.SimpleInputBuffer,74
org.apache.http.util.CharArrayBuffer,207
org.apache.http.util.EntityUtils,129
org.apache.http.nio.integration.SimpleRequestHandler,43
org.apache.http.nio.testserver.HttpServerNio,112
org.apache.http.nio.testserver.HttpClientNio,200
org.apache.http.nio.integration.RndTestPatternGenerator,18
org.apache.http.message.TestRequestLine,47
org.apache.http.HttpVersion,29
org.apache.http.message.BasicRequestLine,34
org.apache.http.impl.entity.EntitySerializer,30
org.apache.http.impl.io.ChunkedOutputStream,88
org.apache.http.impl.io.ContentLengthOutputStream,51
org.apache.http.impl.io.IdentityOutputStream,37
org.apache.http.nio.protocol.TestBasicAsyncClientExchangeHandler,266
org.apache.http.ConnectionClosedException,6
org.apache.http.message.BasicHttpResponse,124
org.apache.http.protocol.BasicHttpContext,42
org.apache.http.protocol.HttpCoreContext,69
org.apache.http.nio.protocol.BasicAsyncClientExchangeHandler,158
org.apache.http.message.BasicHeader,34
org.apache.http.ParseException,9
org.apache.http.message.BasicLineFormatter,133
org.apache.http.message.BasicHeaderValueParser,158
org.apache.http.impl.nio.reactor.SessionRequestHandle,16
org.apache.http.impl.nio.reactor.SessionRequestImpl,162
org.apache.http.nio.entity.NByteArrayEntity,84
org.apache.http.entity.AbstractHttpEntity,73
org.apache.http.nio.integration.TestHttpAsyncPrematureTermination,171
org.apache.http.nio.entity.NStringEntity,71
org.apache.http.nio.protocol.BasicAsyncRequestConsumer,40
org.apache.http.nio.protocol.BasicAsyncResponseProducer,63
org.apache.http.impl.nio.codecs.TestIdentityDecoder,224
org.apache.http.ReadableByteChannelMock,48
org.apache.http.impl.nio.reactor.SessionInputBufferImpl,247
org.apache.http.util.EncodingUtils,42
org.apache.http.impl.nio.codecs.IdentityDecoder,74
org.apache.http.impl.nio.codecs.CodecTestUtils,28
org.apache.http.impl.nio.codecs.AbstractContentDecoder,52
org.apache.http.protocol.HttpRequestHandlerRegistry,23
org.apache.http.protocol.UriPatternMatcher,65
org.apache.http.entity.HttpEntityWrapper,46
org.apache.http.nio.protocol.BasicAsyncResponseConsumer,39
org.apache.http.ContentTooLongException,6
org.apache.http.nio.entity.ContentBufferEntity,25
org.apache.http.util.Asserts,32
org.apache.http.impl.nio.codecs.DefaultHttpResponseParser,35
org.apache.http.config.MessageConstraints,59
org.apache.http.message.ParserCursor,50
org.apache.http.impl.nio.codecs.AbstractMessageParser,140
org.apache.http.nio.protocol.TestHttpAsyncService,1068
org.apache.http.message.BasicHttpEntityEnclosingRequest,27
org.apache.http.nio.protocol.HttpAsyncService,763
org.apache.http.nio.protocol.MessageState,3
org.apache.http.nio.protocol.NullRequestHandler,20
org.apache.http.integration.TestSyncHttp,691
org.apache.http.entity.ByteArrayEntity,66
org.apache.http.entity.StringEntity,62
org.apache.http.impl.DefaultBHttpClientConnection,94
org.apache.http.protocol.ImmutableHttpProcessor,86
org.apache.http.protocol.RequestConnControl,17
org.apache.http.protocol.RequestExpectContinue,30
org.apache.http.protocol.RequestTargetHost,37
org.apache.http.protocol.RequestUserAgent,28
org.apache.http.testserver.HttpClient,55
org.apache.http.testserver.HttpServer,82
org.apache.http.impl.BHttpConnectionBase,258
org.apache.http.message.BasicHeaderIterator,53
org.apache.http.impl.nio.codecs.DefaultHttpRequestWriter,22
org.apache.http.impl.nio.codecs.DefaultHttpRequestWriterFactory,15
org.apache.http.impl.nio.NHttpConnectionBase,340
org.apache.http.impl.HttpConnectionMetricsImpl,93
org.apache.http.nio.util.ExpandableBuffer,91
org.apache.http.impl.nio.NHttpClientEventHandlerAdaptor,59
org.apache.http.protocol.HttpProcessorBuilder,95
org.apache.http.protocol.ChainBuilder,70
org.apache.http.nio.testserver.LoggingIOSession,180
org.apache.http.benchmark.BenchmarkConnection,15
org.apache.http.benchmark.Stats,78
org.apache.http.benchmark.CountingOutputStream,22
org.apache.http.benchmark.CountingInputStream,39
org.apache.http.ProtocolVersion,76
org.apache.http.config.SocketConfig,137
org.apache.http.impl.bootstrap.ServerBootstrap,224
org.apache.http.protocol.UriHttpRequestHandlerMapper,36
org.apache.http.impl.bootstrap.HttpServer,118
org.apache.http.testserver.LoggingBHttpServerConnection,78
org.apache.http.impl.DefaultBHttpServerConnection,87
org.apache.http.pool.AbstractConnPool,406
org.apache.http.pool.RouteSpecificPool,126
org.apache.http.pool.PoolEntryFuture,106
org.apache.http.pool.PoolStats,39
org.apache.http.pool.PoolEntry,91
org.apache.http.impl.nio.TestDefaultNHttpClientConnection,466
org.apache.http.ByteChannelMock,33
org.apache.http.WritableByteChannelMock,99
org.apache.http.impl.nio.codecs.LengthDelimitedDecoder,103
org.apache.http.message.AbstractHttpMessage,93
org.apache.http.ssl.PrivateKeyDetails,19
org.apache.http.impl.io.DefaultHttpResponseParserFactory,20
org.apache.http.message.BasicLineParser,251
org.apache.http.impl.io.DefaultHttpResponseParser,45
org.apache.http.testserver.LoggingBHttpClientConnection,78
org.apache.http.testserver.Wire,57
org.apache.http.testserver.LoggingInputStream,57
org.apache.http.testserver.LoggingOutputStream,31
org.apache.http.impl.TestDefaultBHttpClientConnection,86
org.apache.http.impl.entity.LaxContentLengthStrategy,54
org.apache.http.impl.entity.StrictContentLengthStrategy,46
org.apache.http.impl.io.DefaultHttpRequestWriterFactory,15
org.apache.http.impl.DefaultConnectionReuseStrategy,71
org.apache.http.protocol.HttpRequestExecutor,133
org.apache.http.protocol.RequestContent,51
org.apache.http.protocol.TestChainBuilder,29
org.apache.http.entity.BasicHttpEntity,45
org.apache.http.impl.io.EmptyInputStream,38
org.apache.http.message.BasicTokenIterator,140
org.apache.http.concurrent.BasicFuture,104
org.apache.http.protocol.TestUriPatternMatcher,97
org.apache.http.impl.io.ContentLengthInputStream,100
org.apache.http.benchmark.HttpServer,105
org.apache.http.protocol.HttpService,204
org.apache.http.protocol.ResponseConnControl,44
org.apache.http.protocol.ResponseContent,51
