round, Attr, sigAttr,Residual.deviance, df.residual, null.deviance, df.null, AIC, iter, theta, std.err, 2loglik
1,4,1,97.6303650158043,2014,107.651413653539,2018,672.508449529844,1,0.00563587175440972,0.00104132477563569,-660.508449529844 
2,1,1,97.529686256058,2017,107.188714720533,2018,666.819070798076,1,0.00560541707199793,0.00105283496970643,-660.819070798076 
