"Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-1.89032196396897,0.337763306790127,-5.59658768719818,2.18611776117271e-08
"sloc",0.00498414582923385,0.00148844589957197,3.34855692818069,0.000812335901751758
"AntiSingleton",4.23145628172957,7.42839012859704,0.569633017178211,0.568926629716732
"ClassDataShouldBePrivate",-35.5371093059023,38745320.6954112,-9.17197449087347e-07,0.999999268182316
"ComplexClass",0.248568121488543,1.63557746294828,0.151975756036938,0.879206057395779
"LongParameterList",-35.5681882744931,16276290.2757186,-2.18527610849719e-06,0.999998256401932
"AntiSingleton:ClassDataShouldBePrivate",-4.08857880776578,54794158.0059456,-7.46170569373862e-08,0.999999940464202
"AntiSingleton:ComplexClass",-41.8513007359593,67108864.000002,-6.23632978438706e-07,0.999999502412875
"ClassDataShouldBePrivate:ComplexClass",-33.9998356192068,38746669.3674737,-8.77490534650916e-07,0.99999929986385
"ComplexClass:LongParameterList",-2.58017361623175,34527188.909254,-7.47287484947901e-08,0.999999940375085
"(Intercept)",-1.71112971248757,0.334994370283638,-5.10793572751316,3.25697391135508e-07
"sloc",0.00413150804521753,0.00110710138386073,3.73182447917277,0.000190097942607279
